0,user_id,checkout_page,order_value,purchased,gender,browser,time_on_page
4450,879138,B,31.445,1.0,F,chrome,44.927
4451,851876,B,35.223,1.0,M,firefox,49.964
4452,914447,B,NaN,0.0,M,chrome,46.382
4453,889249,B,34.888,1.0,M,firefox,49.518
4454,902368,B,30.011,1.0,M,safari,43.015
4455,855500,B,NaN,0.0,F,safari,35.333
4456,871023,B,22.468,1.0,M,safari,32.957
4457,891321,B,22.514,1.0,F,firefox,33.018
4458,836191,B,19.702,1.0,F,safari,29.270
4459,900513,B,21.992,1.0,M,firefox,32.323
4460,912403,B,43.209,1.0,F,safari,60.613
4461,867925,B,35.656,1.0,M,safari,50.541
4462,844514,B,25.312,1.0,M,firefox,36.750
4463,902719,B,27.072,1.0,F,firefox,39.096
4464,896500,B,NaN,0.0,M,safari,44.126
4465,869751,B,25.083,1.0,F,safari,36.445
4466,892387,B,NaN,0.0,F,safari,43.675
4467,874781,B,35.832,1.0,F,firefox,50.776
4468,850307,B,NaN,0.0,M,firefox,42.643
4469,835301,B,32.520,1.0,M,chrome,46.360
4470,911454,B,36.649,1.0,M,chrome,51.865
4471,880951,B,27.959,1.0,M,chrome,40.279
4472,860649,B,NaN,0.0,F,firefox,45.848
4473,911766,B,27.680,1.0,F,firefox,39.906
4474,893107,B,29.786,1.0,M,safari,42.715
4475,842406,B,27.565,1.0,F,firefox,39.753
4476,894185,B,26.033,1.0,F,safari,37.711
4477,868653,B,31.303,1.0,F,chrome,44.737
4478,904814,B,34.249,1.0,M,chrome,48.665
4479,867639,B,31.097,1.0,M,chrome,44.463
4480,910083,B,33.740,1.0,F,firefox,47.987
4481,863862,B,24.466,1.0,F,safari,35.621
4482,855136,B,20.972,1.0,M,safari,30.963
4483,871693,B,33.128,1.0,M,firefox,47.170
4484,898943,B,35.159,1.0,F,safari,49.879
4485,844166,B,30.374,1.0,M,chrome,43.499
4486,898803,B,40.110,1.0,F,chrome,56.480
4487,863577,B,36.808,1.0,F,chrome,52.077
4488,914153,B,50.104,1.0,M,chrome,69.806
4489,835711,B,28.494,1.0,M,chrome,40.992
4490,906503,B,22.509,1.0,F,safari,33.012
4491,884254,B,24.449,1.0,M,chrome,35.599
4492,867406,B,25.759,1.0,M,safari,37.345
4493,842523,B,33.570,1.0,M,chrome,47.760
4494,885690,B,13.814,1.0,M,firefox,21.419
4495,910460,B,39.889,1.0,M,chrome,56.186
4496,870930,B,28.205,1.0,F,firefox,40.607
4497,855765,B,28.149,1.0,F,safari,40.532
4498,877798,B,21.905,1.0,F,safari,32.207
4499,842249,B,NaN,0.0,F,firefox,41.858
4500,874670,B,30.099,1.0,M,chrome,43.132
4501,847364,B,29.085,1.0,M,firefox,41.781
4502,834839,B,32.543,1.0,F,safari,46.391
4503,883893,B,25.578,1.0,F,firefox,37.104
4504,889714,B,23.281,1.0,F,safari,34.042
4505,858435,B,34.112,1.0,F,safari,48.483
4506,863520,B,30.740,1.0,M,safari,43.987
4507,845015,B,31.479,1.0,F,safari,44.972
4508,872149,B,37.943,1.0,M,firefox,53.590
4509,896770,B,22.331,1.0,M,chrome,32.774
4510,909667,B,23.586,1.0,F,safari,34.448
4511,892336,B,39.429,1.0,F,firefox,55.572
4512,842859,B,NaN,0.0,F,safari,28.171
4513,871749,B,20.179,1.0,M,safari,29.906
4514,852920,B,36.134,1.0,M,firefox,51.179
4515,913652,B,31.787,1.0,F,chrome,45.382
4516,911409,B,30.789,1.0,M,safari,44.052
4517,877251,B,NaN,0.0,M,firefox,42.083
4518,887709,B,30.235,1.0,F,safari,43.313
4519,910857,B,NaN,0.0,F,safari,42.079
4520,844588,B,40.166,1.0,M,firefox,56.554
4521,902394,B,NaN,0.0,M,safari,39.019
4522,900936,B,28.790,1.0,M,safari,41.386
4523,835349,B,43.458,1.0,M,safari,60.944
4524,878002,B,30.206,1.0,M,firefox,43.275
4525,889191,B,46.740,1.0,F,safari,65.320
4526,910791,B,29.213,1.0,M,safari,41.950
4527,866445,B,40.256,1.0,M,firefox,56.674
4528,837939,B,17.585,1.0,M,firefox,26.447
4529,904745,B,31.152,1.0,F,chrome,44.536
4530,889107,B,18.116,1.0,F,safari,27.155
4531,855845,B,36.333,1.0,F,safari,51.445
4532,896756,B,20.903,1.0,F,firefox,30.871
4533,840840,B,32.128,1.0,F,chrome,45.838
4534,844709,B,27.884,1.0,M,firefox,40.178
4535,894814,B,21.313,1.0,M,chrome,31.418
4536,893878,B,17.855,1.0,F,chrome,26.806
4537,855078,B,26.167,1.0,M,chrome,37.890
4538,893269,B,43.055,1.0,F,safari,60.406
4539,861015,B,27.799,1.0,F,firefox,40.065
4540,873724,B,36.879,1.0,F,chrome,52.172
4541,866951,B,29.572,1.0,M,safari,42.430
4542,841496,B,36.575,1.0,F,safari,51.767
4543,835803,B,16.298,1.0,F,firefox,24.731
4544,853238,B,NaN,0.0,F,safari,38.968
4545,880261,B,37.121,1.0,M,safari,52.494
4546,898712,B,28.776,1.0,F,chrome,41.367
4547,880375,B,29.352,1.0,M,chrome,42.135
4548,912104,B,26.772,1.0,M,chrome,38.695
4549,883416,B,38.620,1.0,M,safari,54.494
4550,836067,B,NaN,0.0,M,firefox,45.975
4551,900106,B,30.330,1.0,F,safari,43.440
4552,836455,B,34.823,1.0,F,safari,49.431
4553,865904,B,NaN,0.0,M,firefox,48.882
4554,870256,B,31.594,1.0,F,firefox,45.126
4555,837518,B,41.603,1.0,M,chrome,58.470
4556,853035,B,29.548,1.0,M,chrome,42.397
4557,849146,B,32.086,1.0,M,safari,45.781
4558,845765,B,25.178,1.0,M,safari,36.570
4559,887210,B,NaN,0.0,M,safari,44.501
4560,871148,B,41.908,1.0,M,chrome,58.878
4561,888424,B,25.176,1.0,F,safari,36.567
4562,892880,B,21.498,1.0,M,chrome,31.664
4563,895051,B,37.476,1.0,F,chrome,52.968
4564,851504,B,28.884,1.0,F,chrome,41.512
4565,896133,B,30.720,1.0,M,firefox,43.960
4566,899424,B,29.662,1.0,F,chrome,42.549
4567,909216,B,30.593,1.0,F,firefox,43.791
4568,910397,B,36.379,1.0,F,firefox,51.505
4569,845517,B,23.707,1.0,M,chrome,34.609
4570,889340,B,22.412,1.0,M,firefox,32.882
4571,843721,B,30.637,1.0,M,safari,43.850
4572,888257,B,17.952,1.0,F,chrome,26.936
4573,884807,B,NaN,0.0,M,firefox,29.269
4574,907175,B,44.000,1.0,M,firefox,61.667
4575,872540,B,35.681,1.0,F,chrome,50.575
4576,906761,B,29.925,1.0,F,safari,42.899
4577,875682,B,39.285,1.0,F,safari,55.380
4578,855178,B,22.196,1.0,M,safari,32.594
4579,875311,B,27.633,1.0,M,firefox,39.844
4580,845184,B,34.676,1.0,M,safari,49.235
4581,883268,B,36.680,1.0,F,safari,51.907
4582,896432,B,33.847,1.0,M,safari,48.129
4583,905517,B,10.941,1.0,M,firefox,17.588
4584,844512,B,NaN,0.0,M,safari,33.319
4585,852330,B,33.578,1.0,M,safari,47.771
4586,840360,B,27.330,1.0,F,chrome,39.440
4587,868619,B,49.052,1.0,F,chrome,68.402
4588,871642,B,36.949,1.0,M,firefox,52.266
4589,876760,B,34.186,1.0,M,chrome,48.581
4590,853048,B,21.623,1.0,M,chrome,31.831
4591,887280,B,NaN,0.0,F,chrome,42.647
4592,835136,B,31.809,1.0,M,chrome,45.412
4593,854616,B,38.458,1.0,F,firefox,54.278
4594,905353,B,36.608,1.0,F,firefox,51.811
4595,846613,B,37.747,1.0,M,chrome,53.330
4596,914509,B,23.071,1.0,M,firefox,33.761
4597,874753,B,40.591,1.0,F,safari,57.122
4598,885346,B,19.647,1.0,F,chrome,29.196
4599,870914,B,NaN,0.0,F,chrome,37.641
4600,879178,B,33.231,1.0,F,firefox,47.308
4601,897384,B,28.876,1.0,M,safari,41.501
4602,878278,B,22.455,1.0,M,safari,32.940
4603,890809,B,23.838,1.0,F,firefox,34.785
4604,913956,B,18.388,1.0,M,chrome,27.517
4605,903949,B,33.990,1.0,M,firefox,48.320
4606,911968,B,39.454,1.0,M,chrome,55.606
4607,861979,B,29.247,1.0,F,firefox,41.996
4608,872434,B,26.997,1.0,M,safari,38.997
4609,883538,B,18.958,1.0,F,chrome,28.277
4610,840261,B,NaN,0.0,F,chrome,52.132
4611,839433,B,46.585,1.0,F,chrome,65.113
4612,845817,B,16.519,1.0,F,safari,25.025
4613,862470,B,22.024,1.0,F,safari,32.366
4614,899167,B,24.903,1.0,F,firefox,36.204
4615,836708,B,25.768,1.0,F,chrome,37.357
4616,886696,B,NaN,0.0,M,safari,45.273
4617,854367,B,42.107,1.0,M,chrome,59.142
4618,838172,B,37.564,1.0,F,firefox,53.086
4619,881481,B,33.957,1.0,M,firefox,48.276
4620,849847,B,24.571,1.0,M,firefox,35.761
4621,838818,B,21.603,1.0,M,chrome,31.804
4622,893091,B,24.024,1.0,F,chrome,35.032
4623,844757,B,NaN,0.0,M,firefox,58.481
4624,914181,B,29.537,1.0,M,safari,42.383
4625,892933,B,26.649,1.0,M,safari,38.532
4626,846302,B,28.622,1.0,F,firefox,41.162
4627,894669,B,36.185,1.0,M,chrome,51.246
4628,903324,B,20.154,1.0,M,chrome,29.872
4629,836810,B,40.612,1.0,M,safari,57.149
4630,909100,B,31.174,1.0,F,safari,44.565
4631,881184,B,28.377,1.0,F,safari,40.837
4632,834748,B,33.321,1.0,M,firefox,47.428
4633,868595,B,31.638,1.0,M,chrome,45.184
4634,860791,B,NaN,0.0,F,safari,39.558
4635,887194,B,28.105,1.0,M,safari,40.473
4636,839089,B,23.484,1.0,F,chrome,34.311
4637,885294,B,34.923,1.0,M,safari,49.564
4638,896953,B,NaN,0.0,M,firefox,37.680
4639,870272,B,NaN,0.0,M,firefox,33.437
4640,857631,B,31.244,1.0,M,safari,44.659
4641,857820,B,39.969,1.0,F,safari,56.291
4642,909150,B,29.637,1.0,M,chrome,42.517
4643,859268,B,25.439,1.0,F,chrome,36.919
4644,869280,B,33.029,1.0,M,chrome,47.039
4645,855254,B,44.525,1.0,M,firefox,62.367
4646,913982,B,19.111,1.0,M,firefox,28.481
4647,873230,B,32.867,1.0,F,safari,46.822
4648,847761,B,31.538,1.0,M,chrome,45.051
4649,877110,B,38.712,1.0,F,safari,54.615
4650,884976,B,37.432,1.0,F,chrome,52.909
4651,857138,B,28.600,1.0,M,chrome,41.133
4652,874811,B,17.366,1.0,F,chrome,26.155
4653,879334,B,36.049,1.0,M,chrome,51.066
4654,895076,B,23.736,1.0,F,chrome,34.648
4655,848118,B,NaN,0.0,F,safari,33.533
4656,882543,B,38.613,1.0,M,chrome,54.484
4657,853913,B,23.169,1.0,M,safari,33.891
4658,863212,B,40.521,1.0,F,chrome,57.028
4659,906771,B,32.519,1.0,M,chrome,46.358
4660,850676,B,32.393,1.0,M,safari,46.191
4661,841336,B,32.304,1.0,M,firefox,46.073
4662,846869,B,NaN,0.0,F,chrome,26.616
4663,836377,B,16.677,1.0,M,safari,25.236
4664,908041,B,NaN,0.0,M,chrome,45.156
4665,850238,B,NaN,0.0,M,chrome,48.680
4666,846992,B,30.620,1.0,F,safari,43.826
4667,868873,B,NaN,0.0,M,safari,34.785
4668,872678,B,30.142,1.0,M,chrome,43.189
4669,853921,B,29.385,1.0,M,firefox,42.180
4670,899715,B,22.821,1.0,F,chrome,33.428
4671,902066,B,NaN,0.0,M,safari,53.140
4672,897809,B,NaN,0.0,M,firefox,25.697
4673,851785,B,34.416,1.0,F,chrome,48.887
4674,844688,B,32.882,1.0,F,safari,46.843
4675,891141,B,37.573,1.0,M,safari,53.097
4676,909949,B,22.460,1.0,F,firefox,32.947
4677,850991,B,30.761,1.0,M,safari,44.014
4678,875885,B,46.284,1.0,M,safari,64.712
4679,876825,B,34.966,1.0,M,chrome,49.621
4680,863091,B,30.754,1.0,F,firefox,44.006
4681,865463,B,NaN,0.0,F,chrome,48.392
4682,875871,B,30.646,1.0,M,safari,43.862
4683,835351,B,46.432,1.0,F,firefox,64.909
4684,909310,B,37.377,1.0,M,safari,52.836
4685,907998,B,NaN,0.0,F,firefox,42.144
4686,902686,B,NaN,0.0,F,safari,45.523
4687,879130,B,27.069,1.0,F,firefox,39.092
4688,864942,B,39.074,1.0,M,chrome,55.099
4689,912148,B,19.454,1.0,M,firefox,28.939
4690,886903,B,17.964,1.0,F,safari,26.953
4691,875793,B,40.940,1.0,F,chrome,57.587
4692,887889,B,46.148,1.0,F,chrome,64.531
4693,887503,B,33.512,1.0,M,chrome,47.683
4694,899781,B,30.846,1.0,F,safari,44.127
4695,906075,B,34.930,1.0,M,firefox,49.573
4696,842568,B,25.147,1.0,M,safari,36.529
4697,858121,B,31.284,1.0,M,firefox,44.712
4698,850356,B,NaN,0.0,F,firefox,43.389
4699,854924,B,34.699,1.0,M,chrome,49.266
4700,865621,B,NaN,0.0,F,chrome,27.420
4701,834711,B,26.197,1.0,F,safari,37.930
4702,870816,B,36.337,1.0,M,safari,51.450
4703,908954,B,24.933,1.0,M,safari,36.244
4704,843457,B,22.550,1.0,F,firefox,33.066
4705,912264,B,45.316,1.0,F,safari,63.421
4706,841838,B,30.286,1.0,M,chrome,43.381
4707,858931,B,25.658,1.0,F,chrome,37.211
4708,859379,B,17.307,1.0,M,safari,26.076
4709,842860,B,35.470,1.0,M,safari,50.293
4710,847886,B,35.244,1.0,F,firefox,49.991
4711,851960,B,27.759,1.0,F,chrome,40.012
4712,896967,B,21.733,1.0,F,chrome,31.978
4713,845813,B,29.816,1.0,M,firefox,42.755
4714,847766,B,23.731,1.0,M,safari,34.641
4715,859658,B,NaN,0.0,F,chrome,33.579
4716,870060,B,29.226,1.0,M,safari,41.968
4717,900505,B,22.115,1.0,M,firefox,32.486
4718,905326,B,NaN,0.0,F,firefox,45.466
4719,869210,B,34.560,1.0,M,chrome,49.080
4720,845419,B,23.703,1.0,F,safari,34.604
4721,875265,B,19.738,1.0,F,safari,29.318
4722,891196,B,41.710,1.0,F,safari,58.613
4723,901427,B,22.948,1.0,F,safari,33.597
4724,899667,B,25.050,1.0,F,firefox,36.401
4725,859765,B,31.598,1.0,F,firefox,45.130
4726,897878,B,34.495,1.0,M,safari,48.994
4727,906443,B,NaN,0.0,M,safari,40.437
4728,848585,B,33.456,1.0,M,firefox,47.608
4729,898101,B,26.993,1.0,F,chrome,38.990
4730,883757,B,22.716,1.0,F,chrome,33.288
4731,859557,B,40.697,1.0,F,safari,57.263
4732,855947,B,48.663,1.0,M,chrome,67.884
4733,873945,B,42.720,1.0,M,safari,59.960
4734,839631,B,31.064,1.0,F,firefox,44.418
4735,901042,B,NaN,0.0,F,firefox,61.334
4736,871124,B,32.668,1.0,M,chrome,46.557
4737,899816,B,26.420,1.0,F,safari,38.227
4738,885316,B,33.498,1.0,F,safari,47.664
4739,864202,B,29.292,1.0,M,firefox,42.056
4740,876952,B,22.627,1.0,M,safari,33.169
4741,839143,B,23.263,1.0,F,firefox,34.017
4742,838516,B,36.015,1.0,F,chrome,51.021
4743,850065,B,16.151,1.0,M,firefox,24.535
4744,839084,B,34.531,1.0,F,firefox,49.041
4745,898219,B,17.778,1.0,F,safari,26.704
4746,847266,B,14.091,1.0,F,firefox,21.788
4747,901219,B,16.209,1.0,F,chrome,24.612
4748,894101,B,44.751,1.0,F,chrome,62.668
4749,890917,B,28.528,1.0,M,firefox,41.038
4750,905340,B,30.649,1.0,F,chrome,43.866
4751,864563,B,40.644,1.0,F,safari,57.193
4752,894541,B,37.006,1.0,M,safari,52.342
4753,878639,B,19.564,1.0,M,safari,29.085
4754,861328,B,NaN,0.0,M,firefox,51.690
4755,912787,B,31.381,1.0,M,safari,44.842
4756,853957,B,NaN,0.0,F,chrome,39.583
4757,877692,B,30.182,1.0,M,firefox,43.243
4758,864985,B,39.599,1.0,F,chrome,55.798
4759,897111,B,23.355,1.0,M,safari,34.140
4760,852963,B,33.007,1.0,F,firefox,47.009
4761,847026,B,29.928,1.0,M,firefox,42.903
4762,854405,B,16.521,1.0,M,safari,25.028
4763,867044,B,23.983,1.0,F,safari,34.977
4764,901379,B,31.449,1.0,M,firefox,44.932
4765,848482,B,39.730,1.0,M,firefox,55.973
4766,910180,B,37.510,1.0,M,firefox,53.013
4767,893180,B,34.479,1.0,F,firefox,48.972
4768,908137,B,23.885,1.0,M,firefox,34.847
4769,870571,B,43.509,1.0,F,safari,61.012
4770,858766,B,31.614,1.0,F,chrome,45.152
4771,846913,B,22.452,1.0,F,firefox,32.936
4772,880689,B,NaN,0.0,F,safari,41.171
4773,846843,B,NaN,0.0,M,firefox,51.962
4774,881482,B,30.057,1.0,F,safari,43.076
4775,889730,B,36.651,1.0,M,safari,51.869
4776,852944,B,38.278,1.0,F,firefox,54.037
4777,864863,B,33.004,1.0,F,firefox,47.005
4778,857645,B,23.567,1.0,F,safari,34.423
4779,872287,B,31.016,1.0,F,safari,44.355
4780,836783,B,30.339,1.0,F,firefox,43.452
4781,893994,B,NaN,0.0,F,chrome,61.593
4782,858380,B,17.803,1.0,M,safari,26.737
4783,892310,B,28.989,1.0,F,chrome,41.652
4784,851083,B,25.619,1.0,F,chrome,37.159
4785,896605,B,NaN,0.0,F,firefox,46.351
4786,842678,B,11.718,1.0,M,chrome,18.624
4787,874746,B,38.362,1.0,M,firefox,54.149
4788,905148,B,30.103,1.0,F,safari,43.137
4789,841185,B,16.165,1.0,F,safari,24.553
4790,849350,B,27.292,1.0,F,firefox,39.389
4791,847349,B,34.567,1.0,M,firefox,49.090
4792,835431,B,18.064,1.0,F,firefox,27.086
4793,905067,B,30.024,1.0,F,chrome,43.032
4794,871867,B,22.069,1.0,F,firefox,32.425
4795,877007,B,25.830,1.0,F,safari,37.440
4796,901728,B,30.201,1.0,F,safari,43.267
4797,896171,B,31.376,1.0,M,safari,44.835
4798,878567,B,26.469,1.0,F,safari,38.293
4799,886422,B,32.046,1.0,M,chrome,45.728
4800,896535,B,NaN,0.0,F,chrome,51.180
4801,893107,B,27.908,1.0,F,safari,40.211
4802,863329,B,40.737,1.0,M,firefox,57.316
4803,862412,B,40.967,1.0,F,firefox,57.622
4804,840395,B,26.785,1.0,M,chrome,38.713
4805,858819,B,25.216,1.0,M,chrome,36.622
4806,857980,B,17.519,1.0,F,chrome,26.358
4807,887433,B,29.051,1.0,M,firefox,41.734
4808,890577,B,27.274,1.0,F,firefox,39.366
4809,887193,B,35.843,1.0,M,chrome,50.791
4810,874799,B,18.678,1.0,F,chrome,27.903
4811,896085,B,27.920,1.0,M,firefox,40.226
4812,907977,B,37.266,1.0,F,firefox,52.687
4813,888198,B,24.522,1.0,M,safari,35.696
4814,877739,B,24.282,1.0,M,safari,35.376
4815,909335,B,NaN,0.0,M,chrome,28.531
4816,865578,B,49.654,1.0,M,firefox,69.206
4817,837766,B,24.394,1.0,M,safari,35.525
4818,882356,B,20.247,1.0,M,safari,29.997
4819,849900,B,23.971,1.0,F,safari,34.961
4820,886467,B,24.193,1.0,F,safari,35.257
4821,836904,B,27.980,1.0,F,firefox,40.306
4822,871442,B,36.190,1.0,F,chrome,51.254
4823,837133,B,27.763,1.0,F,safari,40.017
4824,854631,B,23.079,1.0,M,chrome,33.772
4825,837317,B,19.115,1.0,F,safari,28.487
4826,895904,B,30.164,1.0,M,firefox,43.219
4827,871709,B,NaN,0.0,F,firefox,43.425
4828,872111,B,41.482,1.0,F,firefox,58.309
4829,837812,B,30.693,1.0,M,safari,43.924
4830,909141,B,NaN,0.0,M,firefox,42.010
4831,866769,B,22.120,1.0,M,safari,32.493
4832,908247,B,27.705,1.0,M,chrome,39.940
4833,894537,B,26.711,1.0,F,firefox,38.615
4834,903834,B,27.224,1.0,M,chrome,39.298
4835,879686,B,22.806,1.0,F,chrome,33.407
4836,865724,B,34.037,1.0,F,firefox,48.383
4837,883664,B,28.932,1.0,F,safari,41.576
4838,854683,B,NaN,0.0,F,chrome,40.996
4839,900879,B,17.145,1.0,F,chrome,25.860
4840,879748,B,33.702,1.0,M,firefox,47.936
4841,882605,B,33.653,1.0,M,chrome,47.870
4842,886400,B,23.707,1.0,F,safari,34.609
4843,885461,B,37.426,1.0,F,chrome,52.901
4844,912766,B,NaN,0.0,F,safari,29.352
4845,877620,B,29.836,1.0,F,chrome,42.781
4846,908266,B,27.966,1.0,M,firefox,40.288
4847,906865,B,20.121,1.0,F,safari,29.828
4848,846335,B,NaN,0.0,M,firefox,44.897
4849,864514,B,42.769,1.0,F,chrome,60.026
4850,852213,B,30.507,1.0,M,firefox,43.676
4851,901670,B,26.527,1.0,F,safari,38.370
4852,852230,B,NaN,0.0,M,firefox,47.470
4853,874593,B,30.793,1.0,F,chrome,44.057
4854,901614,B,NaN,0.0,M,safari,43.278
4855,900120,B,26.808,1.0,F,chrome,38.745
4856,836941,B,40.665,1.0,F,chrome,57.220
4857,901123,B,33.423,1.0,M,firefox,47.564
4858,904493,B,26.035,1.0,M,safari,37.713
4859,839116,B,29.190,1.0,M,firefox,41.920
4860,889109,B,24.443,1.0,M,safari,35.591
4861,868036,B,25.438,1.0,M,chrome,36.917
4862,898704,B,25.195,1.0,F,firefox,36.593
4863,896000,B,21.493,1.0,F,chrome,31.657
4864,894849,B,NaN,0.0,F,safari,50.773
4865,909372,B,NaN,0.0,M,firefox,40.090
4866,876064,B,34.156,1.0,F,safari,48.541
4867,885261,B,24.974,1.0,F,chrome,36.299
4868,862857,B,29.547,1.0,M,firefox,42.396
4869,907325,B,24.667,1.0,M,chrome,35.890
4870,882889,B,35.398,1.0,F,safari,50.197
4871,855776,B,28.137,1.0,F,firefox,40.516
4872,896563,B,24.518,1.0,F,safari,35.691
4873,871967,B,17.687,1.0,F,safari,26.583
4874,883071,B,32.067,1.0,F,safari,45.757
4875,854768,B,24.687,1.0,M,safari,35.916
4876,876829,B,29.882,1.0,M,firefox,42.842
4877,894477,B,26.312,1.0,M,chrome,38.083
4878,892436,B,37.156,1.0,F,safari,52.542
4879,851985,B,34.081,1.0,M,chrome,48.441
4880,875772,B,33.354,1.0,F,safari,47.472
4881,905936,B,NaN,0.0,F,chrome,36.839
4882,906755,B,33.497,1.0,M,safari,47.663
4883,853848,B,42.861,1.0,F,chrome,60.148
4884,846809,B,23.759,1.0,F,safari,34.678
4885,847112,B,31.293,1.0,M,firefox,44.723
4886,864011,B,17.631,1.0,F,firefox,26.508
4887,892830,B,40.489,1.0,M,chrome,56.986
4888,870109,B,27.016,1.0,F,firefox,39.021
4889,907205,B,NaN,0.0,M,safari,50.826
4890,912603,B,17.076,1.0,F,chrome,25.768
4891,910851,B,43.482,1.0,F,safari,60.975
4892,856203,B,27.323,1.0,M,safari,39.431
4893,843572,B,34.092,1.0,F,firefox,48.457
4894,912076,B,31.131,1.0,F,firefox,44.508
4895,863063,B,28.084,1.0,F,safari,40.445
4896,846397,B,42.643,1.0,F,chrome,59.858
4897,841040,B,17.640,1.0,F,chrome,26.520
4898,848361,B,32.240,1.0,F,firefox,45.987
4899,884436,B,36.830,1.0,M,chrome,52.106
4900,901428,B,29.776,1.0,F,safari,42.701
4901,887649,B,29.114,1.0,F,chrome,41.818
4902,909379,B,28.930,1.0,F,chrome,41.573
4903,839028,B,20.793,1.0,F,safari,30.724
4904,910416,B,30.286,1.0,M,chrome,43.381
4905,868328,B,33.845,1.0,F,chrome,48.127
4906,841989,B,NaN,0.0,M,chrome,43.686
4907,834698,B,27.958,1.0,F,chrome,40.277
4908,845875,B,26.327,1.0,M,firefox,38.103
4909,845291,B,27.905,1.0,M,firefox,40.207
4910,848288,B,39.433,1.0,M,firefox,55.577
4911,836600,B,NaN,0.0,M,chrome,22.134
4912,841366,B,NaN,0.0,M,chrome,43.401
4913,851621,B,27.542,1.0,F,firefox,39.722
4914,842384,B,40.919,1.0,F,safari,57.558
4915,838849,B,30.416,1.0,M,firefox,43.555
4916,840149,B,NaN,0.0,F,safari,57.849
4917,869392,B,14.071,1.0,F,firefox,21.761
4918,894994,B,33.447,1.0,M,firefox,47.596
4919,887266,B,32.100,1.0,F,chrome,45.801
4920,905614,B,40.429,1.0,M,chrome,56.905
4921,856725,B,17.690,1.0,M,firefox,26.587
4922,839010,B,28.837,1.0,M,chrome,41.450
4923,881516,B,30.495,1.0,M,safari,43.661
4924,879362,B,26.282,1.0,F,safari,38.042
4925,902909,B,39.124,1.0,F,safari,55.166
4926,912597,B,27.460,1.0,F,firefox,39.613
4927,883000,B,45.261,1.0,F,safari,63.348
4928,842091,B,37.906,1.0,M,firefox,53.542
4929,841682,B,37.131,1.0,M,firefox,52.508
4930,869134,B,34.195,1.0,F,chrome,48.593
4931,886422,B,22.022,1.0,F,safari,32.363
4932,860269,B,26.767,1.0,M,safari,38.689
4933,838816,B,34.296,1.0,F,safari,48.728
4934,843800,B,35.082,1.0,F,firefox,49.776
4935,907223,B,39.804,1.0,F,firefox,56.072
4936,886341,B,26.494,1.0,M,safari,38.326
4937,851043,B,23.549,1.0,M,chrome,34.398
4938,881298,B,36.443,1.0,M,safari,51.591
4939,909357,B,23.928,1.0,M,safari,34.904
4940,909612,B,36.550,1.0,F,chrome,51.733
4941,861117,B,38.998,1.0,F,firefox,54.997
4942,858601,B,33.421,1.0,M,firefox,47.562
4943,850141,B,27.318,1.0,F,chrome,39.424
4944,835104,B,30.308,1.0,M,chrome,43.411
4945,857044,B,34.451,1.0,M,chrome,48.935
4946,895183,B,30.076,1.0,M,firefox,43.102
4947,906839,B,46.487,1.0,M,safari,64.983
4948,863338,B,22.570,1.0,M,safari,33.093
4949,912198,B,22.480,1.0,M,chrome,32.973
4950,854652,B,22.673,1.0,F,firefox,33.231
4951,844507,B,25.578,1.0,F,chrome,37.104
4952,896441,B,13.658,1.0,F,firefox,21.211
4953,866225,B,25.278,1.0,M,chrome,36.703
4954,891104,B,NaN,0.0,F,safari,36.467
4955,867498,B,NaN,0.0,M,safari,43.785
4956,876714,B,33.134,1.0,F,firefox,47.178
4957,849446,B,20.698,1.0,M,firefox,30.598
4958,849729,B,36.750,1.0,F,safari,52.001
4959,844189,B,43.517,1.0,M,safari,61.022
4960,895054,B,28.438,1.0,M,chrome,40.917
4961,914350,B,41.808,1.0,F,firefox,58.744
4962,871506,B,31.492,1.0,F,safari,44.990
4963,911989,B,44.915,1.0,M,safari,62.887
4964,901735,B,38.380,1.0,F,safari,54.173
4965,856468,B,18.271,1.0,F,firefox,27.361
4966,901127,B,30.140,1.0,M,safari,43.186
4967,878392,B,37.907,1.0,M,firefox,53.543
4968,858676,B,30.229,1.0,M,safari,43.305
4969,914582,B,29.723,1.0,F,firefox,42.631
4970,882085,B,39.523,1.0,F,chrome,55.698
4971,853674,B,24.676,1.0,M,firefox,35.901
4972,861220,B,30.131,1.0,M,safari,43.175
4973,879580,B,32.427,1.0,M,chrome,46.236
4974,872828,B,27.497,1.0,F,firefox,39.662
4975,891395,B,NaN,0.0,F,safari,42.799
4976,875305,B,35.813,1.0,F,safari,50.750
4977,889547,B,33.246,1.0,F,firefox,47.328
4978,860089,B,NaN,0.0,F,safari,34.913
4979,839854,B,21.719,1.0,F,chrome,31.959
4980,889394,B,24.082,1.0,M,firefox,35.109
4981,856071,B,30.009,1.0,F,chrome,43.012
4982,869399,B,28.800,1.0,M,safari,41.401
4983,874779,B,23.760,1.0,M,safari,34.680
4984,876271,B,25.514,1.0,M,safari,37.018
4985,842973,B,18.600,1.0,F,firefox,27.800
4986,896853,B,33.134,1.0,M,firefox,47.179
4987,903997,B,29.700,1.0,M,safari,42.600
4988,888784,B,20.552,1.0,M,safari,30.402
4989,887347,B,30.215,1.0,M,safari,43.286
4990,906877,B,40.070,1.0,M,firefox,56.426
4991,873339,B,24.450,1.0,M,firefox,35.601
4992,845330,B,39.864,1.0,F,firefox,56.151
4993,853890,B,27.574,1.0,M,safari,39.765
4994,891562,B,31.484,1.0,F,firefox,44.978
